car_age,health_score,log_price,log_km,price_per_year,is_first_owner,is_automatic,is_electric,is_diesel,Brand_BMW,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Kia,Brand_Mahindra,Brand_Maruti,Brand_Mercedes,Brand_Tata,Brand_Toyota,Brand_Volkswagen,City_Ahmedabad,City_Bengaluru,City_Chennai,City_Delhi,City_Hyderabad,City_Jaipur,City_Kolkata,City_Mumbai,City_Pune,Fueltype_CNG,Fueltype_Diesel,Fueltype_Electric,Fueltype_Hybrid,Fueltype_Petrol,Ownernumber_First,Ownernumber_Second,Ownernumber_Third,Transmission_Automatic,Transmission_Manual,promotion_level_enc
-0.9583555932230197,1.4720420707923865,-0.41710624539455293,0.8844507421753819,-0.25425419699802604,0.9183234573668639,-0.894301419053713,-0.34023537672618814,-0.6605041325807084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1.4268187395116974,-1.4517611814301463,0.038654299318210426,0.09780877097677938,-0.4525639504230421,0.9183234573668639,-0.894301419053713,2.939141748345505,-0.6605041325807084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-1.554649176406699,2.011268080423592,0.5313197302168581,-2.195078115228082,0.9251147061421974,0.9183234573668639,-0.894301419053713,-0.34023537672618814,-0.6605041325807084,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2
-1.2565023848148593,0.7950138586998738,0.562207487448972,1.7202574346358503,0.431476590391813,0.9183234573668639,-0.894301419053713,-0.34023537672618814,1.5139950693310888,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1.724965531103537,-1.0982685751163566,-1.86274441257659,-0.10683997622288571,-0.5920720141631899,0.9183234573668639,-0.894301419053713,-0.34023537672618814,-0.6605041325807084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-1.2565023848148593,-0.5470597652711248,0.9197204799617548,3.272674288863776,0.7660412233651818,-1.0889409303202702,1.1181912257928985,-0.34023537672618814,1.5139950693310888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.23423157314433887,0.48346105313517806,2.2426186069052436,-1.9065544706607302,0.8124916940177149,0.9183234573668639,-0.894301419053713,-0.34023537672618814,-0.6605041325807084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
-0.66020880163118,0.585314854954405,2.608178577684346,0.19050051180993888,2.4243339575214846,0.9183234573668639,-0.894301419053713,-0.34023537672618814,1.5139950693310888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
0.23423157314433887,0.6931600568806462,-1.1015182874297085,0.07259974841074215,-0.5190008855755618,0.9183234573668639,-0.894301419053713,-0.34023537672618814,1.5139950693310888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.23423157314433887,-0.34934356173968284,-0.5419328349392418,0.6671033511852179,-0.45942348607767897,-1.0889409303202702,1.1181912257928985,-0.34023537672618814,-0.6605041325807084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
